S10	8
M4B	8
E2	8
T27	8
T8A	8
A305	8
P2	8
F143	8
A27	7
A98	7
O23K	7
H18A	7
T2	7
Q6B	7
C12	7
D7C	7
F35A	7
N8D	7
N46B	7
R3	7
R1E	7
A40C	7
A121C	7
Z4B	7
O230	7
R21	7
E23A	7
A133A	7
P34	7
R19A	7
W13	7
M1D	7
G264A	7
P4A	7
O37A	7
E34B	7
G68	7
E1B	7
W70	7
F11A	7
W6	7
A29	7
D410A	7
T215	7
G250	7
I80	7
Q7G	7
I102	7
D22	7
O64	7
A32A	7
S42A	7
D261	7
N40A	6
F51C	6
A40D	6
G46	6
N77	6
E6	6
O51B	6
V29A	6
O27	6
T32B	6
M46	6
F85	6
L7	6
E27	6
P30A	6
U107	6
W21B	6
S105	6
A84	6
M31	6
W215	6
V48	6
G11	6
D3B	6
D254	6
T29	6
E14	6
A34	6
M177A	6
O194	6
A5	6
S308	6
A59A	6
P27A	6
V32B	6
M163	6
B5	6
S11	6
O54	6
H42	6
N36A	6
F102	6
M103	6
A17D	6
O44A	6
M5A	6
A51A	6
T4	6
G45	5
M33A	5
G53	5
N89	5
I15	5
G139	5
V8	5
F14	5
W5	5
G81	5
D143B	5
C1	5
O11A	5
A17B	5
Q4	5
E130	5
R6	5
A36	5
T63A	5
D140	5
D210	5
W29	5
T14A	5
W207	5
R7A	5
T60A	5
D33C	5
F88	5
N32	5
P20	5
S44	5
G234	5
M194	5
V32A	5
B5D	5
B8	5
N8A	5
U16	5
C4	5
O229A	5
M8A	5
I44	5
D46C	5
I206	5
N76A	5
A52A	5
A282	5
H19	5
E317	5
I2	5
T124	5
C11E	5
G21C	5
S30	5
A12D	5
S8A	5
A301	5
B56	5
D300	5
M25	5
G130	5
B8A	5
V21	5
M37C	5
F118B	5
S21	5
G287	4
W37D	4
A71	4
E32	4
A42C	4
G16A	4
O36A	4
O307	4
S113	4
Z10	4
D63G	4
D7A	4
S14A	4
B21A	4
M139B	4
F52	4
F51F	4
M157	4
B2A	4
G26S	4
A148	4
B68	4
A17C	4
O46B	4
A58	4
F29C	4
T9A	4
W10A	4
A313	4
F119	4
G12	4
W31	4
R30	4
O90	4
A3	4
V60	4
W8	4
W66	4
F12A	4
N63	4
N55	4
O121A	4
E24	4
V21A	4
L5	4
S46	4
R42A	4
W9A	4
A6A	4
W14A	4
S126	4
D18	4
O16	4
I31A	4
D143	4
U39A	4
S13A	4
Z6A	4
V81	4
F37E	4
N15	4
F19B	4
B65	4
D284	4
B7E	4
N24C	4
A32G	4
C6	4
R92A	4
P29	4
I100	4
U11	4
F140	4
S156	4
S5	4
E15A	4
O18	4
A46	4
N34A	4
O105	4
D375	4
C9	4
S41	4
P1C	4
D46A	4
D379	4
E13	4
T75	4
D304	4
U41	4
A76A	4
NU17	4
O32D	4
I14A	4
O36B	4
A81	4
G52	3
B39A	3
W16A	3
